"issue_time","plate","make","body_style","color","agency","violation_code","violation","fine"
"1153","CA","CHEV","PU","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1101","CA","HOND","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"1222","CA","CHEV","PA","BL","56","88.13B+","METER EXP.","$63"
"1405","CA","BMW","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1624","CA","TOYT","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"937","CA","CHEV","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"528","CA","NISS","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"821","CA","TOYT","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1021","TX","HOND","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"2051","CA","BMW","PA","BK","53","80.56E4+","RED ZONE","$93"
"1710","CA","HOND","PA","GN","56","88.13B+","METER EXP.","$63"
"631","CA","FORD","PA","BK","54","8.06E+07","RED ZONE","$93"
"1451","CA","CHEV","PA","WT","53","80.69C","PARKED OVER TIME LIM","$58"
"452","CA","BMW","PA","WH","55","8.06E+07","RED ZONE","$93"
"1030","CA","MERZ","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1450","CA","TOYT","PA","WT","55","5204A-","DISPLAY OF TABS","$25"
"1222","CA","FORD","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"823","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"1234","CA","HOND","PA","WT","57","5204A-","DISPLAY OF TABS","$25"
"956","CA","HOND","PA","SL","54","88.13B+","METER EXP.","$63"
"818","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"1352","NJ","BMW","PA","WT","54","88.13B+","METER EXP.","$63"
"810","CA","TOYT","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1218","CA","MERZ","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1319","CA","FORD","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1246","CA","NISS","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"2314","CA","FORD","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1236","CA","HOND","VN","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1138","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"2333","CA","CHEV","PA","WT","56","80.58L","PREFERENTIAL PARKING","$68"
"816","CA","HOND","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"810","CA","TOYT","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1341","CA","FORD","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"2017","CA","TOYT","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"1239","CA","HOND","PA","GY","56","80.56E4+","RED ZONE","$93"
"1242","NV","FORD","PA","SL","54","88.13B+","METER EXP.","$63"
"1344","CA","TOYT","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1008","CA","HOND","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"830","CA","NISS","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"847","CA","CHEV","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1946","CA","FORD","PA","SL","55","88.13B+","METER EXP.","$63"
"818","CA","MERZ","PA","GY","51","88.13B+","METER EXP.","$63"
"809","CA","HOND","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2135","ID","CHEV","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1659","CA","TOYT","PA","WT","53","80.69C","PARKED OVER TIME LIM","$58"
"1139","CA","FORD","VN","WT","56","80.56E4+","RED ZONE","$93"
"1121","TN","HOND","PA","GY","56","80.69C","PARKED OVER TIME LIM","$58"
"1637","CA","NISS","PA","WT","51","5200","DISPLAY OF PLATES","$25"
"1213","CA","NISS","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"818","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1019","CA","FORD","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1347","CA","FORD","CM","WT","51","88.13B+","METER EXP.","$63"
"1210","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1746","CA","TOYT","PA","BK","53","80.69C","PARKED OVER TIME LIM","$58"
"824","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1012","CA","HOND","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"836","CA","TOYT","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1010","CA","BMW","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1011","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1012","TX","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"819","CA","FORD","PA","GY","54","5200","DISPLAY OF PLATES","$25"
"1224","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"1308","CA","BMW","PA","SL","51","5200","DISPLAY OF PLATES","$25"
"819","CA","HOND","PA","SL","54","88.13B+","METER EXP.","$63"
"2103","CA","TOYT","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1208","CA","TOYT","PU","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1418","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"1050","CA","TOYT","PA","WT","51","5204A-","DISPLAY OF TABS","$25"
"834","CA","MERZ","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1103","CA","CHEV","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1018","AZ","NISS","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1223","CA","MERZ","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1137","CT","FORD","PA","BK","54","80.69C","PARKED OVER TIME LIM","$58"
"1611","CA","HOND","PA","GN","56","80.69AP+","NO STOP/STANDING","$93"
"1923","CA","TOYT","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1927","CA","BMW","PA","BK","53","88.13B+","METER EXP.","$63"
"636","CA","HOND","PA","BK","56","8.06E+02","WHITE ZONE","$58"
"755","CA","HOND","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1301","CA","BMW","PA","BK","51","5200","DISPLAY OF PLATES","$25"
"1413","CA","MERZ","PA","BK","51","88.13B+","METER EXP.","$63"
"1231","CA","FORD","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"942","CA","FORD","PA","BL","54","8.06E+02","WHITE ZONE","$58"
"1110","PA","MERC","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"809","MI","FORD","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1039","CA","TOYT","PA","WT","57","5204A-","DISPLAY OF TABS","$25"
"814","CA","TOYT","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1951","CA","CHEV","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1915","CA","TOYT","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1411","CA","CHEV","VN","GY","56","88.13B+","METER EXP.","$63"
"1409","CA","HOND","PA","SL","54","80.69C","PARKED OVER TIME LIM","$58"
"1021","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1412","CA","FORD","PA","BK","56","88.13B+","METER EXP.","NA"
"1842","CO","TOYT","PA","RD","53","80.58L","PREFERENTIAL PARKING","$68"
"1231","CA","MERZ","PA","BL","51","88.13B+","METER EXP.","$63"
"1244","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1453","CA","BMW","PA","BL","51","5200","DISPLAY OF PLATES","$25"
"852","CA","NISS","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1711","CA","HOND","PA","WT","56","80.69AP+","NO STOP/STANDING","$93"
"1605","CA","FORD","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1149","CA","FORD","PA","WT","51","88.13B+","METER EXP.","$63"
"1332","CA","TOYT","PA","GY","54","80.56E4+","RED ZONE","$93"
"1825","CA","BMW","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"813","CA","FORD","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1331","CA","TOYT","PA","BK","56","80.69C","PARKED OVER TIME LIM","$58"
"839","CA","FORD","PA","GY","54","5200","DISPLAY OF PLATES","$25"
"1653","CA","TOYT","PA","BL","54","88.13B+","METER EXP.","$63"
"710","CA","HOND","PA","BK","51","80.69AP+","NO STOP/STANDING","$93"
"1014","CA","TOYT","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1617","CA","CHEV","PA","WT","55","88.13B+","METER EXP.","$63"
"818","CA","HOND","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1038","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2234","CA","TOYT","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"804","CA","FORD","PA","SL","53","80.56E4+","RED ZONE","$93"
"1011","CA","TOYT","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"814","CA","CHEV","PA","GY","51","88.13B+","METER EXP.","$63"
"824","CA","HOND","PA","WT","55","5204A-","DISPLAY OF TABS","$25"
"805","CA","HOND","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1406","CA","TOYT","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"1043","CA","HOND","PA","GY","51","8069BS","NO PARK/STREET CLEAN","$73"
"31","CA","HOND","PA","BK","51","5200","DISPLAY OF PLATES","$25"
"1512","CA","TOYT","PA","WT","53","88.13B+","METER EXP.","$63"
"1015","CA","HOND","PA","RD","53","80.69C","PARKED OVER TIME LIM","$58"
"1629","CA","TOYT","PA","BL","56","5204A-","DISPLAY OF TABS","$25"
"844","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1021","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1109","CA","NISS","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1336","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1131","FL","TOYT","PA","WT","54","88.13B+","METER EXP.","$63"
"957","CA","TOYT","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1116","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1749","CA","TOYT","CM","GN","51","88.13B+","METER EXP.","$63"
"844","CA","TOYT","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1628","CA","CHEV","PA","WT","55","80.69AP+","NO STOP/STANDING","$93"
"803","WA","CHEV","PA","SL","53","88.13B+","METER EXP.","$63"
"1657","CA","HOND","PA","BL","53","88.13B+","METER EXP.","$63"
"1105","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"1012","CA","FORD","PA","BK","56","80.56E4+","RED ZONE","$93"
"1205","CA","CHEV","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1312","CA","HOND","PA","SL","54","88.13B+","METER EXP.","$63"
"823","CA","NISS","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1550","CA","FORD","PU","WT","54","8.06E+02","WHITE ZONE","$58"
"1218","OH","NISS","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"805","CA","CHEV","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1110","CA","CHEV","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1024","CA","HOND","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1005","CA","TOYT","TK","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1044","CA","NISS","PA","BK","51","8.06E+02","WHITE ZONE","$58"
"1548","CA","TOYT","PA","SL","53","80.56E4+","RED ZONE","$93"
"1406","CA","TOYT","PA","BL","56","88.13B+","METER EXP.","$63"
"1147","CA","MERZ","PA","BK","56","88.13B+","METER EXP.","$63"
"1258","CA","FORD","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1431","CA","TOYT","TK","WT","56","88.13B+","METER EXP.","$63"
"2236","CA","HOND","PA","GY","54","8.06E+02","WHITE ZONE","$58"
"1233","CA","NISS","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"909","CA","BMW","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1225","CA","BMW","PA","BK","51","88.13B+","METER EXP.","$63"
"1606","CA","NISS","PA","GY","54","80.69AP+","NO STOP/STANDING","$93"
"1712","CA","NISS","PA","WT","51","5204A-","DISPLAY OF TABS","$25"
"1910","CA","BMW","PA","WT","51","88.13B+","METER EXP.","NA"
"1020","CA","TOYT","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1023","CA","HOND","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1348","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"118","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1337","CA","HOND","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1613","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"1108","CA","MERC","PA","RD","51","5204A-","DISPLAY OF TABS","$25"
"1220","CA","HOND","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1940","CA","BMW","PA","BK","51","88.13B+","METER EXP.","$63"
"818","CA","CHEV","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1714","CA","TOYT","PA","GY","56","5204A-","DISPLAY OF TABS","$25"
"1234","CA","CHEV","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"908","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1018","CA","FORD","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"713","CA","CHEV","PA","BL","57","5204A-","DISPLAY OF TABS","$25"
"1013","IL","HOND","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1949","CA","CHEV","PA","BK","51","88.13B+","METER EXP.","$63"
"1349","CA","MERZ","PA","GY","56","88.13B+","METER EXP.","$63"
"1216","CA","HOND","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1033","CA","FORD","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1603","CA","BMW","PA","GN","51","88.13B+","METER EXP.","$63"
"1237","GA","HOND","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1923","CA","TOYT","PA","RD","54","80.58L","PREFERENTIAL PARKING","$68"
"1236","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"1223","CA","TOYT","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1132","CA","FORD","PA","BK","56","88.13B+","METER EXP.","$63"
"1118","CA","CHEV","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1609","CA","TOYT","PA","SL","54","5200","DISPLAY OF PLATES","$25"
"924","CA","CHEV","PA","GY","56","88.13B+","METER EXP.","$63"
"1205","CA","CHEV","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1635","CA","CHEV","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1239","CA","TOYT","PA","RD","56","88.13B+","METER EXP.","$63"
"1105","CA","FORD","PA","BK","54","8069BS","NO PARK/STREET CLEAN","$73"
"903","CA","CHEV","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"808","CA","HOND","PA","BK","51","8069BS","NO PARK/STREET CLEAN","$73"
"1501","CA","BMW","PA","RD","51","88.13B+","METER EXP.","$63"
"2021","CA","TOYT","PA","GN","54","80.58L","PREFERENTIAL PARKING","$68"
"1137","CA","TOYT","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"1845","CA","NISS","PA","SL","53","88.13B+","METER EXP.","$63"
"912","CA","NISS","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1117","MI","FORD","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"844","CA","NISS","PA","WT","55","80.69AP+","NO STOP/STANDING","$93"
"915","CA","CHEV","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1656","CA","CHEV","PA","GY","54","5204A-","DISPLAY OF TABS","$25"
"1123","MO","BMW","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1134","CA","BMW","PA","RD","51","88.13B+","METER EXP.","$63"
"1048","CA","FORD","PU","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"229","CA","NISS","PA","BL","53","80.56E4+","RED ZONE","$93"
"258","CA","HOND","PA","SL","55","80.58L","PREFERENTIAL PARKING","$68"
"408","CA","HOND","PA","BK","51","80.56E4+","RED ZONE","$93"
"1156","CA","MERZ","PA","RD","54","88.13B+","METER EXP.","$63"
"2358","CA","MERZ","PA","RD","54","80.58L","PREFERENTIAL PARKING","$68"
"1734","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1428","CA","MERZ","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"1156","CA","CHEV","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"1637","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"1634","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"1013","CA","CHEV","PA","BK","56","88.13B+","METER EXP.","$63"
"1646","CA","NISS","PA","GY","54","88.13B+","METER EXP.","$63"
"858","CA","FORD","PA","WT","57","5204A-","DISPLAY OF TABS","$25"
"1955","CA","MERZ","PA","GY","51","88.13B+","METER EXP.","$63"
"1420","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"812","CA","CHEV","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"837","TN","CHEV","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1644","CA","FORD","PA","WT","51","88.13B+","METER EXP.","$63"
"1412","CA","TOYT","PU","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"921","CA","HOND","PA","BK","56","80.56E4+","RED ZONE","$93"
"651","CA","TOYT","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"859","CA","HOND","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"934","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1615","CA","NISS","PA","SL","56","88.13B+","METER EXP.","$63"
"1805","CA","NISS","PA","RD","53","80.58L","PREFERENTIAL PARKING","$68"
"1338","CA","TOYT","PA","BL","53","88.13B+","METER EXP.","$63"
"817","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1528","CA","TOYT","PA","GY","51","88.13B+","METER EXP.","$63"
"1029","CA","MERZ","PA","WT","54","88.13B+","METER EXP.","$63"
"1536","CA","FORD","PA","BK","51","5200","DISPLAY OF PLATES","$25"
"1019","TX","FORD","VN","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1113","CA","CHEV","PU","BL","51","80.58L","PREFERENTIAL PARKING","$68"
"1053","CA","TOYT","PA","RD","51","88.13B+","METER EXP.","$63"
"1032","CA","MERZ","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"953","FL","CHEV","PA","BK","51","88.13B+","METER EXP.","$63"
"1010","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"2304","CA","TOYT","PA","WT","56","80.58L","PREFERENTIAL PARKING","$68"
"1129","CA","NISS","PA","BK","54","8.06E+02","WHITE ZONE","$58"
"1932","CA","HOND","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1324","CA","TOYT","PA","GY","55","80.56E4+","RED ZONE","$93"
"1039","CA","HOND","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1055","CA","FORD","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1008","CA","HOND","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1552","CA","FORD","PA","WT","51","80.58L","PREFERENTIAL PARKING","$68"
"1117","CA","TOYT","PA","GN","51","88.13B+","METER EXP.","$63"
"1701","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1039","CA","NISS","PA","BL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1219","CA","NISS","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1044","CA","TOYT","PA","WT","53","5204A-","DISPLAY OF TABS","$25"
"1250","CA","CHEV","PA","WH","55","8069BS","NO PARK/STREET CLEAN","$73"
"755","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1045","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1632","CA","NISS","PA","GY","56","80.56E4+","RED ZONE","$93"
"1026","CA","CHEV","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1110","CA","NISS","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1812","CA","FORD","PA","GN","53","88.13B+","METER EXP.","$63"
"1622","CA","BMW","PA","BK","54","80.69C","PARKED OVER TIME LIM","$58"
"1218","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1036","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1030","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1025","CA","MERZ","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1028","CA","FORD","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"941","CA","BMW","PA","BK","55","5204A-","DISPLAY OF TABS","$25"
"1005","CA","NISS","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"707","CA","TOYO","PA","BL","54","8.06E+04","WHITE ZONE","$58"
"1353","CA","TOYT","PA","WT","53","88.13B+","METER EXP.","$63"
"1754","CA","FORD","PA","WT","51","80.56E4+","RED ZONE","$93"
"1124","CA","MERZ","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1030","CA","MERZ","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1804","CA","NISS","PA","GY","51","88.13B+","METER EXP.","$63"
"811","CA","TOYO","PA","SI","51","8069BS","NO PARK/STREET CLEAN","$73"
"1710","CA","NISS","PA","GY","51","88.13B+","METER EXP.","$63"
"807","CA","TOYT","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1007","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1013","CA","BMW","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"822","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1955","CA","FORD","VN","WT","54","5204A-","DISPLAY OF TABS","$25"
"2207","CA","TOYT","PA","GY","54","8.06E+02","WHITE ZONE","$58"
"1826","CA","BMW","PA","SL","51","88.13B+","METER EXP.","$63"
"2238","CA","HOND","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"1306","CA","MERZ","PA","GY","53","88.13B+","METER EXP.","$63"
"821","CA","NISS","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1047","CA","NISS","PA","RD","56","80.69C","PARKED OVER TIME LIM","$58"
"1017","CA","CHEV","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1557","CA","FORD","PA","WT","54","88.13B+","METER EXP.","$63"
"1808","CA","TOYT","PA","WT","51","88.13B+","METER EXP.","$63"
"1558","CA","BMW","PA","BK","54","88.13B+","METER EXP.","$63"
"219","CA","TOYT","PA","GY","51","80.56E4+","RED ZONE","$93"
"1114","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"813","CA","NISS","PU","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1013","KS","TOYT","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1031","CA","BMW","PA","GY","56","5200","DISPLAY OF PLATES","$25"
"1201","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"107","CA","FORD","PA","WT","53","80.56E4+","RED ZONE","$93"
"1638","NV","TOYT","PA","WT","53","88.13B+","METER EXP.","$63"
"1803","CA","TOYT","PA","RD","56","80.69AP+","NO STOP/STANDING","$93"
"919","CA","NISS","PU","WT","53","80.58L","PREFERENTIAL PARKING","$68"
"904","CA","NISS","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1021","CA","FORD","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1004","CA","TOYT","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1158","CA","TOYT","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"2059","CA","NISS","PA","SL","53","80.58L","PREFERENTIAL PARKING","$68"
"1056","CA","BMW","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1029","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1129","CA","BMW","PA","BK","56","88.13B+","METER EXP.","$63"
"1140","AR","FORD","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1941","CA","TOYT","PA","GY","53","88.13B+","METER EXP.","$63"
"1134","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1221","CA","TOYT","PA","WT","55","5204A-","DISPLAY OF TABS","$25"
"1327","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1210","CA","NISS","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
